ProductKey,label,search_key,product_code,brand,category_key,subcategory_key,source_view,confidence,note
727,Proseware Wireless Photo All-in-One Printer M390 White,proseware wireless photo all-in-one printer m390 white,0306086,Proseware,3,306,dim_contoso_product,I,
728,Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 White,proseware 23ppm laser printer with wireless and wired network interfaces m680 white,0306087,Proseware,3,306,dim_contoso_product,I,
729,Proseware Scan Jet Digital Flat Bed Scanner M300 Green,proseware scan jet digital flat bed scanner m300 green,0306088,Proseware,3,306,dim_contoso_product,I,
730,Proseware All-In-One Photo Printer M200 Green,proseware all-in-one photo printer m200 green,0306089,Proseware,3,306,dim_contoso_product,I,
731,Proseware Ink Jet Wireless All-In-One Printer M400 Green,proseware ink jet wireless all-in-one printer m400 green,0306090,Proseware,3,306,dim_contoso_product,I,
732,Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Green,proseware ink jet instant pdf sheet-fed scanner m300 green,0306091,Proseware,3,306,dim_contoso_product,I,
733,"Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Green","proseware desk jet all-in-one printer, scanner, copier m350 green",0306092,Proseware,3,306,dim_contoso_product,I,
734,Proseware Duplex Scanner M200 Green,proseware duplex scanner m200 green,0306093,Proseware,3,306,dim_contoso_product,I,
735,Proseware High Speed Laser M2000 Green,proseware high speed laser m2000 green,0306094,Proseware,3,306,dim_contoso_product,I,
736,Proseware Laser Fax Printer M250 Green,proseware laser fax printer m250 green,0306095,Proseware,3,306,dim_contoso_product,I,
737,"Proseware Color Ink Jet Fax, Copier, Phone M250 Green","proseware color ink jet fax, copier, phone m250 green",0306096,Proseware,3,306,dim_contoso_product,I,
738,Proseware Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 Green,proseware color ink jet fax with 5.8 ghz cordless handset x250 green,0306097,Proseware,3,306,dim_contoso_product,I,
739,Proseware Slim-Design Fax Machine with Answering System X180 Green,proseware slim-design fax machine with answering system x180 green,0306098,Proseware,3,306,dim_contoso_product,I,
740,Proseware High-Performance Business-Class Laser Fax X200 Green,proseware high-performance business-class laser fax x200 green,0306099,Proseware,3,306,dim_contoso_product,I,
741,Proseware Professional Quality Plain-Paper Fax and Copier X100 Green,proseware professional quality plain-paper fax and copier x100 green,0306100,Proseware,3,306,dim_contoso_product,I,
742,Proseware Photo Inkjet Printer E290 Green,proseware photo inkjet printer e290 green,0306101,Proseware,3,306,dim_contoso_product,I,
743,Contoso Rechargeable Battery E100 Black,contoso rechargeable battery e100 black,0308001,Contoso,3,308,dim_contoso_product,I,
744,Contoso Dual USB Power Adapter - power adapter E300 Black,contoso dual usb power adapter - power adapter e300 black,0308002,Contoso,3,308,dim_contoso_product,I,
745,Contoso Car power adapter M90 Black,contoso car power adapter m90 black,0308003,Contoso,3,308,dim_contoso_product,I,
746,Contoso Notebook Peripheral Kit M69 Black,contoso notebook peripheral kit m69 black,0308004,Contoso,3,308,dim_contoso_product,I,
747,Contoso Mouse Lock Bundle E200 Black,contoso mouse lock bundle e200 black,0308005,Contoso,3,308,dim_contoso_product,I,
748,Contoso Education Supplies Bundle E200 Black,contoso education supplies bundle e200 black,0308006,Contoso,3,308,dim_contoso_product,I,
749,Contoso Laptop Starter Bundle M200 Black,contoso laptop starter bundle m200 black,0308007,Contoso,3,308,dim_contoso_product,I,
750,Contoso Education Essentials Bundle M300 Black,contoso education essentials bundle m300 black,0308008,Contoso,3,308,dim_contoso_product,I,
751,Contoso Desktop Alternative Bundle E200 Black,contoso desktop alternative bundle e200 black,0308009,Contoso,3,308,dim_contoso_product,I,
752,Contoso Power Inverter - DC to AC power inverter E900 Black,contoso power inverter - dc to ac power inverter e900 black,0308010,Contoso,3,308,dim_contoso_product,I,
753,Contoso Smart Battery M901 Black,contoso smart battery m901 black,0308011,Contoso,3,308,dim_contoso_product,I,
754,Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 Black,contoso laptop cooling hub notebook fan with 4 ports usb hub e80 black,0308012,Contoso,3,308,dim_contoso_product,I,
755,Contoso Home/Office Laptop Power Adapter E300 Black,contoso home/office laptop power adapter e300 black,0308013,Contoso,3,308,dim_contoso_product,I,
756,Contoso USB 2.0 Dock Station docking station M800 Black,contoso usb 2.0 dock station docking station m800 black,0308014,Contoso,3,308,dim_contoso_product,I,
757,Contoso Enhanced Capacity Battery M800 Black,contoso enhanced capacity battery m800 black,0308015,Contoso,3,308,dim_contoso_product,I,
758,Contoso Connectivity Starter Kit Smart Buy M680 Black,contoso connectivity starter kit smart buy m680 black,0308016,Contoso,3,308,dim_contoso_product,I,
759,Contoso 90W AC/DC Power Adapter E300 Black,contoso 90w ac/dc power adapter e300 black,0308017,Contoso,3,308,dim_contoso_product,I,
760,Contoso Reserve Pen - Tablet Pen E200 Black,contoso reserve pen - tablet pen e200 black,0308018,Contoso,3,308,dim_contoso_product,I,
761,Contoso USB Data Link-direct connect adapter E600 Black,contoso usb data link-direct connect adapter e600 black,0308019,Contoso,3,308,dim_contoso_product,I,
762,Contoso Primary Extended Capacity Battery Pack - notebook battery X100 Black,contoso primary extended capacity battery pack - notebook battery x100 black,0308020,Contoso,3,308,dim_contoso_product,I,
763,Contoso Digital camera accessory kit M200 Black,contoso digital camera accessory kit m200 black,0308021,Contoso,3,308,dim_contoso_product,I,
764,Contoso Leather Case - case for digital photo camera X20 Black,contoso leather case - case for digital photo camera x20 black,0308022,Contoso,3,308,dim_contoso_product,I,
765,Contoso Lens cap E80 Black,contoso lens cap e80 black,0308023,Contoso,3,308,dim_contoso_product,I,
766,Contoso Battery charger - bike E200 Black,contoso battery charger - bike e200 black,0308024,Contoso,3,308,dim_contoso_product,I,
767,Contoso USB Optical Mouse E200 Black,contoso usb optical mouse e200 black,0308025,Contoso,3,308,dim_contoso_product,I,
768,Contoso ADSL Modem Splitter/Filter X 1 E100 Black,contoso adsl modem splitter/filter x 1 e100 black,0308026,Contoso,3,308,dim_contoso_product,I,
769,Contoso ADSL Modem Splitter/Filter X 2 E200 Black,contoso adsl modem splitter/filter x 2 e200 black,0308027,Contoso,3,308,dim_contoso_product,I,
770,Contoso ADSL Modem Splitter/Filter X 3 E300 Black,contoso adsl modem splitter/filter x 3 e300 black,0308028,Contoso,3,308,dim_contoso_product,I,
771,Contoso USB Wave Multi-media Keyboard E280 Black,contoso usb wave multi-media keyboard e280 black,0308029,Contoso,3,308,dim_contoso_product,I,
772,Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 Black,contoso cables to go usb 2.0 hard drive enclosure e920 black,0308030,Contoso,3,308,dim_contoso_product,I,
773,Contoso USB Wave Multi-media Keyboard E280 Blue,contoso usb wave multi-media keyboard e280 blue,0308031,Contoso,3,308,dim_contoso_product,I,
774,Contoso USB Optical Mouse E200 Blue,contoso usb optical mouse e200 blue,0308032,Contoso,3,308,dim_contoso_product,I,
775,Contoso Smart Battery M901 Blue,contoso smart battery m901 blue,0308033,Contoso,3,308,dim_contoso_product,I,
776,Contoso Digital Camera Accessory kit M200 Blue,contoso digital camera accessory kit m200 blue,0308034,Contoso,3,308,dim_contoso_product,I,
777,Contoso Reserve Pen -Tablet Pen E200 Blue,contoso reserve pen -tablet pen e200 blue,0308035,Contoso,3,308,dim_contoso_product,I,
778,Contoso Rechargeable Battery E100 White,contoso rechargeable battery e100 white,0308036,Contoso,3,308,dim_contoso_product,I,
779,Contoso Dual USB Power Adapter - power adapter E300 White,contoso dual usb power adapter - power adapter e300 white,0308037,Contoso,3,308,dim_contoso_product,I,
780,Contoso Car power adapter M90 White,contoso car power adapter m90 white,0308038,Contoso,3,308,dim_contoso_product,I,
781,Contoso Notebook Peripheral Kit M69 White,contoso notebook peripheral kit m69 white,0308039,Contoso,3,308,dim_contoso_product,I,
782,Contoso Mouse Lock Bundle E200 White,contoso mouse lock bundle e200 white,0308040,Contoso,3,308,dim_contoso_product,I,
783,Contoso Education Supplies Bundle E200 White,contoso education supplies bundle e200 white,0308041,Contoso,3,308,dim_contoso_product,I,
784,Contoso Laptop Starter Bundle M200 White,contoso laptop starter bundle m200 white,0308042,Contoso,3,308,dim_contoso_product,I,
785,Contoso Education Essentials Bundle M300 White,contoso education essentials bundle m300 white,0308043,Contoso,3,308,dim_contoso_product,I,
786,Contoso Desktop Alternative Bundle E200 White,contoso desktop alternative bundle e200 white,0308044,Contoso,3,308,dim_contoso_product,I,
787,Contoso Power Inverter - DC to AC power inverter E900 White,contoso power inverter - dc to ac power inverter e900 white,0308045,Contoso,3,308,dim_contoso_product,I,
788,Contoso Smart Battery M901 White,contoso smart battery m901 white,0308046,Contoso,3,308,dim_contoso_product,I,
789,Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 White,contoso laptop cooling hub notebook fan with 4 ports usb hub e80 white,0308047,Contoso,3,308,dim_contoso_product,I,
790,Contoso Home/Office Laptop Power Adapter E300 White,contoso home/office laptop power adapter e300 white,0308048,Contoso,3,308,dim_contoso_product,I,
791,Contoso USB 2.0 Dock Station docking station M800 White,contoso usb 2.0 dock station docking station m800 white,0308049,Contoso,3,308,dim_contoso_product,I,
792,Contoso Enhanced Capacity Battery M800 White,contoso enhanced capacity battery m800 white,0308050,Contoso,3,308,dim_contoso_product,I,
793,Contoso Connectivity Starter Kit Smart Buy M680 White,contoso connectivity starter kit smart buy m680 white,0308051,Contoso,3,308,dim_contoso_product,I,
794,Contoso 90W AC/DC Power Adapter E300 White,contoso 90w ac/dc power adapter e300 white,0308052,Contoso,3,308,dim_contoso_product,I,
795,Contoso Reserve Pen - Tablet Pen E200 White,contoso reserve pen - tablet pen e200 white,0308053,Contoso,3,308,dim_contoso_product,I,
796,Contoso USB Data Link - direct connect adapter E600 White,contoso usb data link - direct connect adapter e600 white,0308054,Contoso,3,308,dim_contoso_product,I,
797,Contoso Primary Extended Capacity Battery Pack - notebook battery X100 White,contoso primary extended capacity battery pack - notebook battery x100 white,0308055,Contoso,3,308,dim_contoso_product,I,
798,Contoso Digital camera accessory kit M200 White,contoso digital camera accessory kit m200 white,0308056,Contoso,3,308,dim_contoso_product,I,
799,Contoso Leather Case - case for digital photo camera X20 White,contoso leather case - case for digital photo camera x20 white,0308057,Contoso,3,308,dim_contoso_product,I,
800,Contoso Lens cap E80 White,contoso lens cap e80 white,0308058,Contoso,3,308,dim_contoso_product,I,
801,Contoso Battery charger - bike E200 White,contoso battery charger - bike e200 white,0308059,Contoso,3,308,dim_contoso_product,I,
802,Contoso USB Optical Mouse E200 White,contoso usb optical mouse e200 white,0308060,Contoso,3,308,dim_contoso_product,I,
803,Contoso ADSL Modem Splitter/Filter X 1 E100 White,contoso adsl modem splitter/filter x 1 e100 white,0308061,Contoso,3,308,dim_contoso_product,I,
804,Contoso ADSL Modem Splitter/Filter X 2 E200 White,contoso adsl modem splitter/filter x 2 e200 white,0308062,Contoso,3,308,dim_contoso_product,I,
805,Contoso ADSL Modem Splitter/Filter X 3 E300 White,contoso adsl modem splitter/filter x 3 e300 white,0308063,Contoso,3,308,dim_contoso_product,I,
806,Contoso USB Wave Multi-media Keyboard E280 White,contoso usb wave multi-media keyboard e280 white,0308064,Contoso,3,308,dim_contoso_product,I,
807,Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 White,contoso cables to go usb 2.0 hard drive enclosure e920 white,0308065,Contoso,3,308,dim_contoso_product,I,
808,Contoso Rechargeable Battery E100 Grey,contoso rechargeable battery e100 grey,0308066,Contoso,3,308,dim_contoso_product,I,
809,Contoso Dual USB Power Adapter - power adapter E300 Grey,contoso dual usb power adapter - power adapter e300 grey,0308067,Contoso,3,308,dim_contoso_product,I,
810,Contoso Car power adapter M90 Grey,contoso car power adapter m90 grey,0308068,Contoso,3,308,dim_contoso_product,I,
811,Contoso Notebook Peripheral Kit M69 Grey,contoso notebook peripheral kit m69 grey,0308069,Contoso,3,308,dim_contoso_product,I,
812,Contoso Mouse Lock Bundle E200 Grey,contoso mouse lock bundle e200 grey,0308070,Contoso,3,308,dim_contoso_product,I,
813,Contoso Education Supplies Bundle E200 Grey,contoso education supplies bundle e200 grey,0308071,Contoso,3,308,dim_contoso_product,I,
814,Contoso Laptop Starter Bundle M200 Grey,contoso laptop starter bundle m200 grey,0308072,Contoso,3,308,dim_contoso_product,I,
815,Contoso Education Essentials Bundle M300 Grey,contoso education essentials bundle m300 grey,0308073,Contoso,3,308,dim_contoso_product,I,
816,Contoso Desktop Alternative Bundle E200 Grey,contoso desktop alternative bundle e200 grey,0308074,Contoso,3,308,dim_contoso_product,I,
817,Contoso Power Inverter - DC to AC power inverter E900 Grey,contoso power inverter - dc to ac power inverter e900 grey,0308075,Contoso,3,308,dim_contoso_product,I,
818,Contoso Smart Battery M901 Grey,contoso smart battery m901 grey,0308076,Contoso,3,308,dim_contoso_product,I,
819,Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 Grey,contoso laptop cooling hub notebook fan with 4 ports usb hub e80 grey,0308077,Contoso,3,308,dim_contoso_product,I,
820,Contoso Home/Office Laptop Power Adapter E300 Grey,contoso home/office laptop power adapter e300 grey,0308078,Contoso,3,308,dim_contoso_product,I,
821,Contoso USB 2.0 Dock Station docking station M800 Grey,contoso usb 2.0 dock station docking station m800 grey,0308079,Contoso,3,308,dim_contoso_product,I,
822,Contoso Enhanced Capacity Battery M800 Grey,contoso enhanced capacity battery m800 grey,0308080,Contoso,3,308,dim_contoso_product,I,
823,Contoso Connectivity Starter Kit Smart Buy M680 Grey,contoso connectivity starter kit smart buy m680 grey,0308081,Contoso,3,308,dim_contoso_product,I,
824,Contoso 90W AC/DC Power Adapter E300 Grey,contoso 90w ac/dc power adapter e300 grey,0308082,Contoso,3,308,dim_contoso_product,I,
825,Contoso Reserve Pen - Tablet Pen E200 Grey,contoso reserve pen - tablet pen e200 grey,0308083,Contoso,3,308,dim_contoso_product,I,
826,Contoso USB Data Link - direct connect adapter E600 Grey,contoso usb data link - direct connect adapter e600 grey,0308084,Contoso,3,308,dim_contoso_product,I,
827,Contoso Primary Extended Capacity Battery Pack - notebook battery X100 Grey,contoso primary extended capacity battery pack - notebook battery x100 grey,0308085,Contoso,3,308,dim_contoso_product,I,
828,Contoso Digital camera accessory kit M200 Grey,contoso digital camera accessory kit m200 grey,0308086,Contoso,3,308,dim_contoso_product,I,
829,Contoso Leather Case - case for digital photo camera X20 Grey,contoso leather case - case for digital photo camera x20 grey,0308087,Contoso,3,308,dim_contoso_product,I,
830,Contoso Lens cap E80 Grey,contoso lens cap e80 grey,0308088,Contoso,3,308,dim_contoso_product,I,
831,Contoso Battery charger - bike E200 Grey,contoso battery charger - bike e200 grey,0308089,Contoso,3,308,dim_contoso_product,I,
832,Contoso USB Optical Mouse E200 Grey,contoso usb optical mouse e200 grey,0308090,Contoso,3,308,dim_contoso_product,I,
833,Contoso ADSL Modem Splitter/Filter X 1 E100 Grey,contoso adsl modem splitter/filter x 1 e100 grey,0308091,Contoso,3,308,dim_contoso_product,I,
834,Contoso ADSL Modem Splitter/Filter X 2 E200 Grey,contoso adsl modem splitter/filter x 2 e200 grey,0308092,Contoso,3,308,dim_contoso_product,I,
835,Contoso ADSL Modem Splitter/Filter X 3 E300 Grey,contoso adsl modem splitter/filter x 3 e300 grey,0308093,Contoso,3,308,dim_contoso_product,I,
836,Contoso USB Wave Multi-Media Keyboard E280 Grey,contoso usb wave multi-media keyboard e280 grey,0308094,Contoso,3,308,dim_contoso_product,I,
837,Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 Grey,contoso cables to go usb 2.0 hard drive enclosure e920 grey,0308095,Contoso,3,308,dim_contoso_product,I,
838,Contoso USB Optical Mouse E200 Gold,contoso usb optical mouse e200 gold,0308096,Contoso,3,308,dim_contoso_product,I,
839,Contoso USB Wave Multi-Media Keyboard M901 Gold,contoso usb wave multi-media keyboard m901 gold,0308097,Contoso,3,308,dim_contoso_product,I,
840,Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub M200 Gold,contoso laptop cooling hub notebook fan with 4 ports usb hub m200 gold,0308098,Contoso,3,308,dim_contoso_product,I,
841,Contoso Reserve Pen - Tablet Pen E200 Gold,contoso reserve pen - tablet pen e200 gold,0308099,Contoso,3,308,dim_contoso_product,I,
842,Contoso Bright Light battery E20 Black,contoso bright light battery e20 black,0308100,Contoso,3,308,dim_contoso_product,I,
843,Contoso Bright Light battery E20 blue,contoso bright light battery e20 blue,0308101,Contoso,3,308,dim_contoso_product,I,
844,Contoso Bright Light battery E20 Pink,contoso bright light battery e20 pink,0308102,Contoso,3,308,dim_contoso_product,I,
845,Contoso Bright Light battery E20 White,contoso bright light battery e20 white,0308103,Contoso,3,308,dim_contoso_product,I,
846,Contoso Ultraportable Neoprene Sleeve E30 Black,contoso ultraportable neoprene sleeve e30 black,0308104,Contoso,3,308,dim_contoso_product,I,
847,Contoso Ultraportable Neoprene Sleeve E30 Pink,contoso ultraportable neoprene sleeve e30 pink,0308105,Contoso,3,308,dim_contoso_product,I,
848,Contoso Ultraportable Neoprene Sleeve E30 Yellow,contoso ultraportable neoprene sleeve e30 yellow,0308106,Contoso,3,308,dim_contoso_product,I,
849,Contoso Ultraportable Neoprene Sleeve E30 Green,contoso ultraportable neoprene sleeve e30 green,0308107,Contoso,3,308,dim_contoso_product,I,
850,Contoso Laptop Keyboard X105 Black,contoso laptop keyboard x105 black,0308108,Contoso,3,308,dim_contoso_product,I,
851,Contoso Laptop Keyboard X105 White,contoso laptop keyboard x105 white,0308109,Contoso,3,308,dim_contoso_product,I,
852,Contoso Laptop Keyboard X105 Brown,contoso laptop keyboard x105 brown,0308110,Contoso,3,308,dim_contoso_product,I,
853,Contoso Laptop Keyboard X105 Silver,contoso laptop keyboard x105 silver,0308111,Contoso,3,308,dim_contoso_product,I,
854,Contoso Multimedia Speakers M25 Brown,contoso multimedia speakers m25 brown,0308112,Contoso,3,308,dim_contoso_product,I,
855,Contoso Multimedia Speakers M25 Blue,contoso multimedia speakers m25 blue,0308113,Contoso,3,308,dim_contoso_product,I,
856,Contoso Multimedia Speakers M25 Black,contoso multimedia speakers m25 black,0308114,Contoso,3,308,dim_contoso_product,I,
857,Contoso Multimedia Speakers M25 White,contoso multimedia speakers m25 white,0308115,Contoso,3,308,dim_contoso_product,I,
858,Contoso Wireless Notebook Optical Mouse M35 Black,contoso wireless notebook optical mouse m35 black,0308116,Contoso,3,308,dim_contoso_product,I,
859,Contoso Wireless Notebook Optical Mouse M35 White,contoso wireless notebook optical mouse m35 white,0308117,Contoso,3,308,dim_contoso_product,I,
860,Contoso Wireless Notebook Optical Mouse M35 Blue,contoso wireless notebook optical mouse m35 blue,0308118,Contoso,3,308,dim_contoso_product,I,
861,Contoso Wireless Notebook Optical Mouse M35 Silver,contoso wireless notebook optical mouse m35 silver,0308119,Contoso,3,308,dim_contoso_product,I,
862,Contoso Wireless Notebook Optical Mouse M35 Orange,contoso wireless notebook optical mouse m35 orange,0308120,Contoso,3,308,dim_contoso_product,I,
863,Contoso Optical USB Mouse M45 Black,contoso optical usb mouse m45 black,0308121,Contoso,3,308,dim_contoso_product,I,
864,Contoso Optical USB Mouse M45 White,contoso optical usb mouse m45 white,0308122,Contoso,3,308,dim_contoso_product,I,
865,Contoso Optical USB Mouse M45 Grey,contoso optical usb mouse m45 grey,0308123,Contoso,3,308,dim_contoso_product,I,
866,Contoso Wireless Laser Mouse M55 Black,contoso wireless laser mouse m55 black,0308124,Contoso,3,308,dim_contoso_product,I,
867,Contoso Wireless Laser Mouse M55 White,contoso wireless laser mouse m55 white,0308125,Contoso,3,308,dim_contoso_product,I,
868,Contoso Wireless Laser Mouse M55 Grey,contoso wireless laser mouse m55 grey,0308126,Contoso,3,308,dim_contoso_product,I,
869,Contoso Wireless Laser Mouse M55 Silver,contoso wireless laser mouse m55 silver,0308127,Contoso,3,308,dim_contoso_product,I,
870,Contoso Wireless Laser Mouse E50 Black,contoso wireless laser mouse e50 black,0308128,Contoso,3,308,dim_contoso_product,I,
871,Contoso Wireless Laser Mouse E50 White,contoso wireless laser mouse e50 white,0308129,Contoso,3,308,dim_contoso_product,I,
872,Contoso Wireless Laser Mouse E50 Silver,contoso wireless laser mouse e50 silver,0308130,Contoso,3,308,dim_contoso_product,I,
873,Contoso Wireless Laser Mouse E50 Grey,contoso wireless laser mouse e50 grey,0308131,Contoso,3,308,dim_contoso_product,I,
874,Contoso Wireless Notebook Optical Mouse X205 Black,contoso wireless notebook optical mouse x205 black,0308132,Contoso,3,308,dim_contoso_product,I,
875,Contoso Wireless Notebook Optical Mouse X205 White,contoso wireless notebook optical mouse x205 white,0308133,Contoso,3,308,dim_contoso_product,I,
876,Contoso Wireless Notebook Optical Mouse X205 Blue,contoso wireless notebook optical mouse x205 blue,0308134,Contoso,3,308,dim_contoso_product,I,
877,Contoso Wireless Notebook Optical Mouse X205 Silver,contoso wireless notebook optical mouse x205 silver,0308135,Contoso,3,308,dim_contoso_product,I,
878,Contoso Wireless Notebook Optical Mouse X205 Orange,contoso wireless notebook optical mouse x205 orange,0308136,Contoso,3,308,dim_contoso_product,I,
879,Contoso Optical Wheel OEM PS/2 Mouse E60 Grey,contoso optical wheel oem ps/2 mouse e60 grey,0308137,Contoso,3,308,dim_contoso_product,I,
880,Contoso Optical Wheel OEM PS/2 Mouse E60 Black,contoso optical wheel oem ps/2 mouse e60 black,0308138,Contoso,3,308,dim_contoso_product,I,
881,Contoso Optical Wheel OEM PS/2 Mouse E60 White,contoso optical wheel oem ps/2 mouse e60 white,0308139,Contoso,3,308,dim_contoso_product,I,
882,Contoso Optical Wheel OEM PS/2 Mouse E60 Silver,contoso optical wheel oem ps/2 mouse e60 silver,0308140,Contoso,3,308,dim_contoso_product,I,
883,Contoso Bluetooth Notebook Mouse X305 Black,contoso bluetooth notebook mouse x305 black,0308141,Contoso,3,308,dim_contoso_product,I,
884,Contoso Bluetooth Notebook Mouse X305 White,contoso bluetooth notebook mouse x305 white,0308142,Contoso,3,308,dim_contoso_product,I,
885,Contoso Bluetooth Notebook Mouse X305 Silver,contoso bluetooth notebook mouse x305 silver,0308143,Contoso,3,308,dim_contoso_product,I,
886,Contoso Bluetooth Notebook Mouse X305 Grey,contoso bluetooth notebook mouse x305 grey,0308144,Contoso,3,308,dim_contoso_product,I,
887,Contoso Bluetooth Notebook Mouse E70 Black,contoso bluetooth notebook mouse e70 black,0308145,Contoso,3,308,dim_contoso_product,I,
888,Contoso Bluetooth Notebook Mouse E70 White,contoso bluetooth notebook mouse e70 white,0308146,Contoso,3,308,dim_contoso_product,I,
889,Contoso Bluetooth Notebook Mouse E70 Silver,contoso bluetooth notebook mouse e70 silver,0308147,Contoso,3,308,dim_contoso_product,I,
890,Contoso Bluetooth Notebook Mouse E70 Grey,contoso bluetooth notebook mouse e70 grey,0308148,Contoso,3,308,dim_contoso_product,I,
891,SV Rechargeable Bluetooth Notebook Mouse E80 Silver,sv rechargeable bluetooth notebook mouse e80 silver,0308149,Southridge Video,3,308,dim_contoso_product,I,
892,SV Rechargeable Bluetooth Notebook Mouse E80 Black,sv rechargeable bluetooth notebook mouse e80 black,0308150,Southridge Video,3,308,dim_contoso_product,I,
893,SV Rechargeable Bluetooth Notebook Mouse E80 White,sv rechargeable bluetooth notebook mouse e80 white,0308151,Southridge Video,3,308,dim_contoso_product,I,
894,SV Rechargeable Bluetooth Notebook Mouse E80 Grey,sv rechargeable bluetooth notebook mouse e80 grey,0308152,Southridge Video,3,308,dim_contoso_product,I,
895,SV Keyboard E90 Silver,sv keyboard e90 silver,0308153,Southridge Video,3,308,dim_contoso_product,I,
896,SV Keyboard E90 White,sv keyboard e90 white,0308154,Southridge Video,3,308,dim_contoso_product,I,
897,SV Keyboard E90 Black,sv keyboard e90 black,0308155,Southridge Video,3,308,dim_contoso_product,I,
898,SV Keyboard E90 Grey,sv keyboard e90 grey,0308156,Southridge Video,3,308,dim_contoso_product,I,
899,SV Keyboard E10 Silver,sv keyboard e10 silver,0308157,Southridge Video,3,308,dim_contoso_product,I,
900,SV Keyboard E10 White,sv keyboard e10 white,0308158,Southridge Video,3,308,dim_contoso_product,I,
901,SV Keyboard E10 Black,sv keyboard e10 black,0308159,Southridge Video,3,308,dim_contoso_product,I,
902,SV Keyboard E10 Grey,sv keyboard e10 grey,0308160,Southridge Video,3,308,dim_contoso_product,I,
903,SV 40GB USB2.0 Portable Hard Disk E400 Red,sv 40gb usb2.0 portable hard disk e400 red,0308161,Southridge Video,3,308,dim_contoso_product,I,
904,SV 40GB USB2.0 Portable Hard Disk E400 Silver,sv 40gb usb2.0 portable hard disk e400 silver,0308162,Southridge Video,3,308,dim_contoso_product,I,
905,SV 40GB USB2.0 Portable Hard Disk E400 Blue,sv 40gb usb2.0 portable hard disk e400 blue,0308163,Southridge Video,3,308,dim_contoso_product,I,
906,SV 40GB USB2.0 Portable Hard Disk E400 Yellow,sv 40gb usb2.0 portable hard disk e400 yellow,0308164,Southridge Video,3,308,dim_contoso_product,I,
907,SV 80GB USB2.0 Portable Hard Disk E500 Red,sv 80gb usb2.0 portable hard disk e500 red,0308165,Southridge Video,3,308,dim_contoso_product,I,
908,SV 80GB USB2.0 Portable Hard Disk E500 Silver,sv 80gb usb2.0 portable hard disk e500 silver,0308166,Southridge Video,3,308,dim_contoso_product,I,
909,SV 80GB USB2.0 Portable Hard Disk E500 Blue,sv 80gb usb2.0 portable hard disk e500 blue,0308167,Southridge Video,3,308,dim_contoso_product,I,
910,SV 80GB USB2.0 Portable Hard Disk E500 Yellow,sv 80gb usb2.0 portable hard disk e500 yellow,0308168,Southridge Video,3,308,dim_contoso_product,I,
911,SV 160GB USB2.0 Portable Hard Disk M65 Silver,sv 160gb usb2.0 portable hard disk m65 silver,0308169,Southridge Video,3,308,dim_contoso_product,I,
912,SV 160GB USB2.0 Portable Hard Disk M65 Black,sv 160gb usb2.0 portable hard disk m65 black,0308170,Southridge Video,3,308,dim_contoso_product,I,
913,SV 160GB USB2.0 Portable Hard Disk M65 White,sv 160gb usb2.0 portable hard disk m65 white,0308171,Southridge Video,3,308,dim_contoso_product,I,
914,SV 160GB USB2.0 Portable Hard Disk M65 Grey,sv 160gb usb2.0 portable hard disk m65 grey,0308172,Southridge Video,3,308,dim_contoso_product,I,
915,SV 500GB USB 2.0 Portable External Hard Drive X405 Pink,sv 500gb usb 2.0 portable external hard drive x405 pink,0308173,Southridge Video,3,308,dim_contoso_product,I,
916,SV 500GB USB 2.0 Portable External Hard Drive X405 Blue,sv 500gb usb 2.0 portable external hard drive x405 blue,0308174,Southridge Video,3,308,dim_contoso_product,I,
917,SV 500GB USB 2.0 Portable External Hard Drive X405 White,sv 500gb usb 2.0 portable external hard drive x405 white,0308175,Southridge Video,3,308,dim_contoso_product,I,
918,SV 500GB USB 2.0 Portable External Hard Drive X405 Black,sv 500gb usb 2.0 portable external hard drive x405 black,0308176,Southridge Video,3,308,dim_contoso_product,I,
919,SV USB Data Cable E600 Pink,sv usb data cable e600 pink,0308177,Southridge Video,3,308,dim_contoso_product,I,
920,SV USB Data Cable E600 Black,sv usb data cable e600 black,0308178,Southridge Video,3,308,dim_contoso_product,I,
921,SV USB Data Cable E600 Silver,sv usb data cable e600 silver,0308179,Southridge Video,3,308,dim_contoso_product,I,
922,SV USB Data Cable E600 Grey,sv usb data cable e600 grey,0308180,Southridge Video,3,308,dim_contoso_product,I,
923,SV USB Sync Charge Cable E700 Blue,sv usb sync charge cable e700 blue,0308181,Southridge Video,3,308,dim_contoso_product,I,
924,SV USB Sync Charge Cable E700 Black,sv usb sync charge cable e700 black,0308182,Southridge Video,3,308,dim_contoso_product,I,
925,SV USB Sync Charge Cable E700 White,sv usb sync charge cable e700 white,0308183,Southridge Video,3,308,dim_contoso_product,I,
